"isoform","compare","Final","Freq","isoform_compare","feature_type","fc_mean","log2FC","medianp","uncertainty","classification"
"ENST00000222008.11","D5/D6","non-DEI",3,"ENST00000222008.11 D5/D6","non-DEI",0.637001680071268,-0.650670983911207,0.00112253931049314,0.527712636061832,"High Confidence"
"ENST00000222120.8","D5/D6","non-DEI",3,"ENST00000222120.8 D5/D6","non-DEI",0.63628106744983,-0.652357042770956,0.00493683165558123,0.804903075050675,"High Confidence"
"ENST00000222120.8","M8/D6","non-DEI",2,"ENST00000222120.8 M8/D6","non-DEI",0.761759156198253,-0.392937870890293,0.116078665877622,2.18576771257484,"Medium Confidence"
"ENST00000222214.10","M8/D6","non-DEI",2,"ENST00000222214.10 M8/D6","non-DEI",0.763856332371965,-0.390249942897197,0.0348149911840254,4.74094634910166,"Low Confidence"
"ENST00000222256.9","M8/D6","non-DEI",3,"ENST00000222256.9 M8/D6","non-DEI",1.67977942678681,0.745503499986444,0.0506107167218742,4.39158430060818,"Low Confidence"
"ENST00000222284.10","D5/D6","non-DEI",2,"ENST00000222284.10 D5/D6","non-DEI",1.21025070482594,0.275206624469052,0.13664152275672,1.173300111449,"Low Confidence"
"ENST00000222307.9","M8/D6","non-DEI",3,"ENST00000222307.9 M8/D6","non-DEI",0.778361574288917,-0.361850242973093,0.00535195435512476,1.59013302636397,"High Confidence"
"ENST00000222329.9","D5/D6","non-DEI",2,"ENST00000222329.9 D5/D6","non-DEI",1.52752117050203,0.611190106383106,0.0232786389819741,0.177342341883204,"Low Confidence"
"ENST00000222329.9","M8/D6","non-DEI",2,"ENST00000222329.9 M8/D6","non-DEI",1.53863116551365,0.621571382646412,0.0165925760581877,1.02677574375767,"Low Confidence"
"ENST00000222543.11","D5/D6","up-regulate",3,"ENST00000222543.11 D5/D6","up-regulate",2.33000339255391,1.22008162846049,0.00621512782483577,1.31962816092643,"High Confidence"
"ENST00000222553.8","M8/D6","non-DEI",2,"ENST00000222553.8 M8/D6","non-DEI",0.923933033905707,-0.114171158437667,0.0547557275169899,0.659272404799104,"Low Confidence"
"ENST00000222567.6","M8/D6","non-DEI",2,"ENST00000222567.6 M8/D6","non-DEI",0.830123736171419,-0.26860221492564,0.0606486647189476,0.0846628094745714,"Low Confidence"
"ENST00000222584.8","D5/D6","non-DEI",3,"ENST00000222584.8 D5/D6","non-DEI",1.97604447286582,0.976260705985653,0.00386272280530218,6.69105105561382,"Low Confidence"
"ENST00000222747.8","D5/D6","non-DEI",4,"ENST00000222747.8 D5/D6","non-DEI",0.70683276523634,-0.500724708572526,0.0140752670354084,0.869836617243452,"High Confidence"
"ENST00000222803.10","F7/D6","non-DEI",2,"ENST00000222803.10 F7/D6","non-DEI",1.3767569458377,0.461077421968289,0.0651189146332048,1.65021601476875,"Low Confidence"
"ENST00000222969.10","D5/D6","non-DEI",3,"ENST00000222969.10 D5/D6","non-DEI",0.737478744941458,-0.43936402476017,0.00058360611911607,0.50882256533634,"High Confidence"
"ENST00000222990.8","D5/D6","non-DEI",3,"ENST00000222990.8 D5/D6","non-DEI",1.33906232697805,0.420430466476316,0.00586339165143284,2.32566637911649,"Medium Confidence"
"ENST00000222990.8","F7/D6","non-DEI",3,"ENST00000222990.8 F7/D6","non-DEI",0.803451381806708,-0.317061650603084,0.024414624304692,3.03719664703611,"Medium Confidence"
"ENST00000222990.8","M8/D6","non-DEI",2,"ENST00000222990.8 M8/D6","non-DEI",1.23101999354354,0.299092798216507,0.0364172353140254,3.2480164350333,"Medium Confidence"
"ENST00000223023.5","D5/D6","non-DEI",2,"ENST00000223023.5 D5/D6","non-DEI",1.36155759941529,0.443741722892273,0.0361521363022764,4.5823795364804,"Low Confidence"
"ENST00000223023.5","F7/D6","non-DEI",2,"ENST00000223023.5 F7/D6","non-DEI",1.26957294174477,0.343303581453403,0.0698617289243099,3.7951255686348,"Low Confidence"
"ENST00000223026.9","D5/D6","non-DEI",2,"ENST00000223026.9 D5/D6","non-DEI",1.51738143582546,0.596577750717131,0.0624229356401133,8.3161423588739,"Low Confidence"
"ENST00000223026.9","M8/D6","non-DEI",3,"ENST00000223026.9 M8/D6","non-DEI",0.599918853685142,-0.744162963570943,0.0561149610885575,7.01152899761068,"Low Confidence"
"ENST00000223029.8","D5/D6","non-DEI",3,"ENST00000223029.8 D5/D6","non-DEI",1.44820685864809,0.534247477351414,0.00156240955329481,0.374327924005992,"High Confidence"
"ENST00000223273.7","M8/D6","non-DEI",2,"ENST00000223273.7 M8/D6","non-DEI",0.721142684827201,-0.4718207397073,0.0788898996376139,1.56804067070895,"Low Confidence"
"ENST00000223293.10","D5/D6","non-DEI",3,"ENST00000223293.10 D5/D6","non-DEI",1.65544224775042,0.727130339693069,0.000221826951605828,0.773662134224747,"High Confidence"
"ENST00000223321.9","D5/D6","non-DEI",3,"ENST00000223321.9 D5/D6","non-DEI",0.930376717949899,-0.104280905235665,0.00634095993266841,1.07618970271085,"High Confidence"
"ENST00000223324.3","F7/D6","non-DEI",3,"ENST00000223324.3 F7/D6","non-DEI",0.808433951636511,-0.306800446531275,0.00872503034840241,0.125278651703739,"High Confidence"
"ENST00000223324.3","M8/D6","non-DEI",3,"ENST00000223324.3 M8/D6","non-DEI",0.822272438890311,-0.282319720781473,0.0337135161124931,0.236944488109403,"High Confidence"
"ENST00000223336.11","D5/D6","non-DEI",4,"ENST00000223336.11 D5/D6","non-DEI",0.811370914809407,-0.302049504578873,0.0430018380345677,1.49288268087742,"High Confidence"
"ENST00000223336.11","F7/D6","non-DEI",3,"ENST00000223336.11 F7/D6","non-DEI",1.20980307419608,0.274729430267567,0.0469507217788406,0.544943122574688,"High Confidence"
"ENST00000223336.11","M8/D6","non-DEI",4,"ENST00000223336.11 M8/D6","non-DEI",0.656746139778003,-0.607663816240136,0.00745963398536653,2.2026127782977,"Medium Confidence"
"ENST00000223369.3","D5/D6","non-DEI",3,"ENST00000223369.3 D5/D6","non-DEI",0.83780735969671,-0.255750219496643,0.0373320715559422,1.75040352758351,"Medium Confidence"
"ENST00000223641.5","D5/D6","non-DEI",4,"ENST00000223641.5 D5/D6","non-DEI",0.670996580953601,-0.575657087409043,0.000241537519351674,0.398854180824189,"High Confidence"
"ENST00000223641.5","F7/D6","non-DEI",2,"ENST00000223641.5 F7/D6","non-DEI",1.04669148917402,0.0658279990736789,0.339656625251513,0.338666487519861,"Low Confidence"
"ENST00000223641.5","M8/D6","non-DEI",4,"ENST00000223641.5 M8/D6","non-DEI",0.725625761371909,-0.463616052920201,0.000453597806066437,2.07652554304222,"Medium Confidence"
"ENST00000223864.7","M8/D6","non-DEI",4,"ENST00000223864.7 M8/D6","non-DEI",0.808916261459399,-0.306922650909973,0.0168576640625056,2.15337127500254,"Medium Confidence"
"ENST00000224073.6","D5/D6","non-DEI",4,"ENST00000224073.6 D5/D6","non-DEI",0.820213513841052,-0.285954613062029,0.0107890008019422,0.346126315832159,"High Confidence"
"ENST00000224073.6","F7/D6","non-DEI",2,"ENST00000224073.6 F7/D6","non-DEI",0.87356131469288,-0.195023186084503,0.053251528128657,0.237232653548661,"Low Confidence"
"ENST00000224073.6","M8/D6","non-DEI",4,"ENST00000224073.6 M8/D6","non-DEI",0.804877636597825,-0.313182386780235,0.00236555916956081,0.331680497852577,"High Confidence"
"ENST00000224140.6","F7/D6","non-DEI",3,"ENST00000224140.6 F7/D6","non-DEI",0.766844868642868,-0.383404449383301,0.00262586323431271,1.67844829469239,"High Confidence"
"ENST00000224237.9","D5/D6","non-DEI",2,"ENST00000224237.9 D5/D6","non-DEI",1.42389758495738,0.509825503753628,0.00543790830745206,0.524957772100142,"Low Confidence"
"ENST00000224237.9","M8/D6","up-regulate",2,"ENST00000224237.9 M8/D6","up-regulate",3.01963493339561,1.59437303434068,1.24761654188764e-06,0.123901866251688,"Low Confidence"
"ENST00000224337.10","F7/D6","non-DEI",3,"ENST00000224337.10 F7/D6","non-DEI",0.73309360163821,-0.44877080750412,0.000723510904446498,2.40363877238712,"Medium Confidence"
"ENST00000224337.10","M8/D6","non-DEI",3,"ENST00000224337.10 M8/D6","non-DEI",0.69801060059883,-0.518744876808287,0.000491346465871223,0.67367047692619,"High Confidence"
"ENST00000224652.12","D5/D6","non-DEI",3,"ENST00000224652.12 D5/D6","non-DEI",1.32025349151323,0.399690161407296,0.114801039754467,2.76896505545794,"Medium Confidence"
"ENST00000224652.12","F7/D6","non-DEI",2,"ENST00000224652.12 F7/D6","non-DEI",0.658770502394715,-0.602186313576486,0.0510425035987946,0.688308580809702,"Low Confidence"
"ENST00000225174.8","D5/D6","non-DEI",3,"ENST00000225174.8 D5/D6","non-DEI",1.13214448048637,0.178987713341865,0.181821546617863,0.69748680668238,"High Confidence"
"ENST00000225174.8","M8/D6","non-DEI",3,"ENST00000225174.8 M8/D6","non-DEI",0.823668233610926,-0.280495075882047,0.0244024444313024,2.10436749171718,"Medium Confidence"
"ENST00000225235.5","M8/D6","down-regulate",2,"ENST00000225235.5 M8/D6","down-regulate",0.44811713373071,-1.16024109389829,0.00203395923508242,5.50440160173038,"Low Confidence"
"ENST00000225296.8","D5/D6","non-DEI",3,"ENST00000225296.8 D5/D6","non-DEI",1.62858339855518,0.703612873849307,0.0125400526102108,0.18110321814297,"High Confidence"
"ENST00000225298.12","D5/D6","non-DEI",3,"ENST00000225298.12 D5/D6","non-DEI",1.31099090265613,0.390657189815484,0.00383776505936622,0.0579550258515794,"High Confidence"
"ENST00000225308.12","D5/D6","non-DEI",3,"ENST00000225308.12 D5/D6","non-DEI",1.27398075866266,0.349298711368424,0.00643461015112218,0.557855251923399,"High Confidence"
"ENST00000225308.12","M8/D6","non-DEI",3,"ENST00000225308.12 M8/D6","non-DEI",0.852460112553983,-0.23050000249033,0.0477888576339888,1.19442606277395,"High Confidence"
"ENST00000225328.10","D5/D6","down-regulate",3,"ENST00000225328.10 D5/D6","down-regulate",0.413733634690425,-1.2809836729741,2.1614384159263e-06,7.31889807220515,"Low Confidence"
"ENST00000225328.10","M8/D6","down-regulate",3,"ENST00000225328.10 M8/D6","down-regulate",0.351798748253438,-1.51095619331181,2.78664984509838e-07,5.0848301443795,"Low Confidence"
"ENST00000225388.9","D5/D6","non-DEI",3,"ENST00000225388.9 D5/D6","non-DEI",1.3248088801147,0.405564487006031,0.00261613483932282,1.2387742308867,"High Confidence"
"ENST00000225394.8","D5/D6","non-DEI",2,"ENST00000225394.8 D5/D6","non-DEI",1.73204030153449,0.792424925236446,0.00803671933314316,0.812094002248875,"Low Confidence"
"ENST00000225430.9","D5/D6","non-DEI",3,"ENST00000225430.9 D5/D6","non-DEI",1.21106043843139,0.27626163907688,0.000453954825972982,0.252962457463008,"High Confidence"
"ENST00000225430.9","F7/D6","non-DEI",3,"ENST00000225430.9 F7/D6","non-DEI",1.06644912113514,0.0928062906258908,0.218253252317146,0.247442077804294,"High Confidence"
"ENST00000225504.8","F7/D6","non-DEI",2,"ENST00000225504.8 F7/D6","non-DEI",0.797156741093056,-0.327462489411995,0.00664055307725889,2.34806124903,"Medium Confidence"
"ENST00000225525.4","D5/D6","non-DEI",3,"ENST00000225525.4 D5/D6","non-DEI",0.731744927066942,-0.450834594397337,0.0792379474597673,1.31456839712347,"High Confidence"
"ENST00000225525.4","M8/D6","non-DEI",3,"ENST00000225525.4 M8/D6","non-DEI",1.54563456925422,0.619745375934168,0.00695512585304458,7.53104043304924,"Low Confidence"
"ENST00000225538.4","D5/D6","down-regulate",2,"ENST00000225538.4 D5/D6","down-regulate",0.223395803100322,-2.16372125149407,0.00052515730274283,4.39584188928094,"Low Confidence"
"ENST00000225609.10","D5/D6","non-DEI",2,"ENST00000225609.10 D5/D6","non-DEI",0.576038835519632,-0.797716316036384,0.0780793130155278,5.2015079210449,"Low Confidence"
"ENST00000225655.6","D5/D6","non-DEI",3,"ENST00000225655.6 D5/D6","non-DEI",1.00667192688078,0.00955832298279787,0.0140619412850754,0.493891748362901,"High Confidence"
"ENST00000225698.8","D5/D6","non-DEI",4,"ENST00000225698.8 D5/D6","non-DEI",1.59507131864518,0.673583081064063,1.46912428650356e-05,0.417102623134185,"High Confidence"
"ENST00000225719.9","D5/D6","non-DEI",3,"ENST00000225719.9 D5/D6","non-DEI",1.40864235021654,0.49245953535037,0.0295749977622923,3.61676362336689,"Low Confidence"
"ENST00000225777.8","D5/D6","non-DEI",3,"ENST00000225777.8 D5/D6","non-DEI",0.879283562506023,-0.185647198024065,0.0090898910187459,0.573678653477484,"High Confidence"
"ENST00000225777.8","F7/D6","non-DEI",3,"ENST00000225777.8 F7/D6","non-DEI",0.706612277515248,-0.501047948286349,1.10952598248026e-05,0.518440477436499,"High Confidence"
"ENST00000225792.10","F7/D6","non-DEI",3,"ENST00000225792.10 F7/D6","non-DEI",0.802560363055852,-0.327900353135871,0.0063020934611956,8.32182919892468,"Low Confidence"
"ENST00000225792.10","M8/D6","non-DEI",2,"ENST00000225792.10 M8/D6","non-DEI",0.857355504390934,-0.222048880327676,0.0107403892520064,0.445715311209282,"Low Confidence"
"ENST00000225916.10","D5/D6","non-DEI",3,"ENST00000225916.10 D5/D6","non-DEI",1.45609542396166,0.541541280031341,0.0494873839333419,1.98497270171982,"Medium Confidence"
"ENST00000225941.6","D5/D6","non-DEI",4,"ENST00000225941.6 D5/D6","non-DEI",1.31359188060999,0.393243041206418,0.0374399385334135,1.12274907920987,"High Confidence"
"ENST00000225941.6","M8/D6","non-DEI",4,"ENST00000225941.6 M8/D6","non-DEI",1.43934823295841,0.525150201510313,0.00459503239330321,1.11014170704889,"High Confidence"
"ENST00000225964.10","D5/D6","down-regulate",2,"ENST00000225964.10 D5/D6","down-regulate",0.404403653173544,-1.30613386775306,0.0130016938574072,0.158085631979854,"Low Confidence"
"ENST00000225964.10","F7/D6","non-DEI",2,"ENST00000225964.10 F7/D6","non-DEI",1.51841968319209,0.602349628374213,0.0306223407756924,1.75009615303493,"Medium Confidence"
"ENST00000225964.10","M8/D6","non-DEI",2,"ENST00000225964.10 M8/D6","non-DEI",0.569416210689264,-0.812899035972074,0.130794813938063,2.50974446896001,"Medium Confidence"
"ENST00000225972.8","M8/D6","non-DEI",2,"ENST00000225972.8 M8/D6","non-DEI",0.844740581833278,-0.243421616574678,0.0283408525155533,0.161536777191774,"Low Confidence"
"ENST00000226230.8","D5/D6","non-DEI",3,"ENST00000226230.8 D5/D6","non-DEI",1.32215491822708,0.402724240344306,0.00666763223989139,1.07719829010573,"High Confidence"
"ENST00000226230.8","M8/D6","non-DEI",2,"ENST00000226230.8 M8/D6","non-DEI",1.24702117111598,0.315382339157994,0.0351082104600653,6.55231820984863,"Low Confidence"
"ENST00000226253.9","D5/D6","down-regulate",4,"ENST00000226253.9 D5/D6","down-regulate",0.421345015383028,-1.24732994337987,6.27559239890935e-06,1.35682054592308,"High Confidence"
"ENST00000226253.9","F7/D6","non-DEI",3,"ENST00000226253.9 F7/D6","non-DEI",1.29843269511917,0.376619854333216,0.00791867293320516,1.02657221174162,"High Confidence"
"ENST00000226253.9","M8/D6","non-DEI",3,"ENST00000226253.9 M8/D6","non-DEI",1.39697776367686,0.482152420962619,0.00433686605305672,1.04553827454837,"High Confidence"
"ENST00000226279.8","D5/D6","non-DEI",4,"ENST00000226279.8 D5/D6","non-DEI",0.702998198617432,-0.5089043253702,0.000754061344445584,1.52238111744975,"High Confidence"
"ENST00000226279.8","F7/D6","non-DEI",4,"ENST00000226279.8 F7/D6","non-DEI",0.571201573920697,-0.813698219258264,2.91261749612061e-05,5.15464257642568,"Low Confidence"
"ENST00000226299.9","D5/D6","non-DEI",2,"ENST00000226299.9 D5/D6","non-DEI",1.1598383277436,0.213910901485323,0.117878049537148,0.421531390322862,"Low Confidence"
"ENST00000226760.5","D5/D6","non-DEI",2,"ENST00000226760.5 D5/D6","non-DEI",0.480674631621396,-1.05922969486287,0.0116875874750803,5.71790016056553,"Low Confidence"
"ENST00000226760.5","M8/D6","non-DEI",3,"ENST00000226760.5 M8/D6","non-DEI",0.492586056222331,-1.02204985813769,0.0287921279948863,1.8591511877877,"Medium Confidence"
"ENST00000226951.11","D5/D6","non-DEI",2,"ENST00000226951.11 D5/D6","non-DEI",0.662696036944521,-0.595606772272615,0.0204739629372228,5.29589398124122,"Low Confidence"
"ENST00000226951.11","F7/D6","down-regulate",2,"ENST00000226951.11 F7/D6","down-regulate",0.33825282659026,-1.5651640953214,0.000423415754695538,4.30479906014724,"Low Confidence"
"ENST00000227155.9","F7/D6","non-DEI",2,"ENST00000227155.9 F7/D6","non-DEI",1.32208875304118,0.400067146231017,0.00549049997323019,6.17061809130552,"Low Confidence"
"ENST00000227266.10","M8/D6","non-DEI",3,"ENST00000227266.10 M8/D6","non-DEI",0.773582739722511,-0.370452409673887,0.0305552507730514,0.74611536917907,"High Confidence"
"ENST00000227322.8","M8/D6","non-DEI",2,"ENST00000227322.8 M8/D6","non-DEI",0.92134888287458,-0.118195467944437,0.0910945107568169,0.454962942793904,"Low Confidence"
"ENST00000227451.4","D5/D6","up-regulate",2,"ENST00000227451.4 D5/D6","up-regulate",2.38931068219305,1.25645233718242,3.05657820834708e-05,1.40358199443987,"Low Confidence"
"ENST00000227451.4","F7/D6","non-DEI",2,"ENST00000227451.4 F7/D6","non-DEI",1.74866319511763,0.806230649500433,0.0029249216794957,0.549649147933739,"Low Confidence"
"ENST00000227451.4","M8/D6","non-DEI",2,"ENST00000227451.4 M8/D6","non-DEI",0.773870611725387,-0.369836834316314,0.0552278506181705,0.124200880078786,"Low Confidence"
"ENST00000227471.7","D5/D6","non-DEI",3,"ENST00000227471.7 D5/D6","non-DEI",1.2674858956809,0.341887579459225,0.141226382721863,0.75459944204006,"High Confidence"
"ENST00000227471.7","F7/D6","non-DEI",3,"ENST00000227471.7 F7/D6","non-DEI",0.885098666980555,-0.176185886546403,0.0459575233747667,0.81404015585105,"High Confidence"
"ENST00000227474.8","M8/D6","non-DEI",3,"ENST00000227474.8 M8/D6","non-DEI",0.796786894183166,-0.328840355813559,0.234220107860558,2.78458399146259,"Medium Confidence"
"ENST00000227503.13","F7/D6","non-DEI",2,"ENST00000227503.13 F7/D6","non-DEI",0.793301625793825,-0.334784280854143,0.0491691720422432,3.17098774603555,"Medium Confidence"
"ENST00000227507.3","D5/D6","down-regulate",3,"ENST00000227507.3 D5/D6","down-regulate",0.417806113990819,-1.26003455796015,0.00184541125876706,2.5660795806179,"Medium Confidence"
"ENST00000227507.3","M8/D6","non-DEI",3,"ENST00000227507.3 M8/D6","non-DEI",1.28279038491777,0.358956248356117,0.506492407546942,1.50283265640585,"High Confidence"
"ENST00000227520.10","D5/D6","non-DEI",4,"ENST00000227520.10 D5/D6","non-DEI",1.45954487357101,0.54546499472179,0.0132111635892149,0.498173127638597,"High Confidence"
"ENST00000227525.8","F7/D6","non-DEI",3,"ENST00000227525.8 F7/D6","non-DEI",0.737774576858441,-0.438873306336771,0.00373657341206165,0.932775963903807,"High Confidence"
"ENST00000227525.8","M8/D6","non-DEI",3,"ENST00000227525.8 M8/D6","non-DEI",0.843759636426029,-0.245112312366282,0.0300965645741107,0.336129020269152,"High Confidence"
"ENST00000227752.8","D5/D6","non-DEI",4,"ENST00000227752.8 D5/D6","non-DEI",0.632173647812322,-0.664362761183775,0.0376703606630606,3.5833258482025,"Low Confidence"
"ENST00000227752.8","F7/D6","non-DEI",3,"ENST00000227752.8 F7/D6","non-DEI",0.771286062314299,-0.374726350350352,0.0105249640572803,0.668464574890652,"High Confidence"
"ENST00000227758.7","D5/D6","non-DEI",3,"ENST00000227758.7 D5/D6","non-DEI",0.743612952076084,-0.430937115212764,0.0147393324546517,4.88064818645491,"Low Confidence"
"ENST00000227758.7","F7/D6","non-DEI",3,"ENST00000227758.7 F7/D6","non-DEI",1.22854944427967,0.296631557262033,0.0458059014706481,1.50645385282911,"High Confidence"
"ENST00000227758.7","M8/D6","non-DEI",2,"ENST00000227758.7 M8/D6","non-DEI",0.858572097029016,-0.22000101411192,0.140390985253886,0.411354870953855,"Low Confidence"
"ENST00000228136.9","F7/D6","non-DEI",2,"ENST00000228136.9 F7/D6","non-DEI",0.892472770427106,-0.165041057990568,0.0918356453267876,3.57228619954977,"Low Confidence"
"ENST00000228251.9","D5/D6","non-DEI",3,"ENST00000228251.9 D5/D6","non-DEI",1.58316604507345,0.661879201639321,0.0067522586867454,2.56075185815374,"Medium Confidence"
"ENST00000228306.8","D5/D6","non-DEI",3,"ENST00000228306.8 D5/D6","non-DEI",1.36252299618841,0.445796632942895,0.000136400021790773,1.84157689022473,"Medium Confidence"
"ENST00000228306.8","F7/D6","non-DEI",2,"ENST00000228306.8 F7/D6","non-DEI",1.10992171669401,0.150345120850846,0.153669907440931,1.25047666219566,"Low Confidence"
"ENST00000228306.8","M8/D6","non-DEI",3,"ENST00000228306.8 M8/D6","non-DEI",0.879722336423381,-0.185033100892999,0.153788842394367,1.02711186339964,"High Confidence"
"ENST00000228347.9","D5/D6","non-DEI",2,"ENST00000228347.9 D5/D6","non-DEI",1.23193755902044,0.300878742424137,0.203830339403317,0.835798922032399,"Low Confidence"
"ENST00000228434.7","D5/D6","non-DEI",4,"ENST00000228434.7 D5/D6","non-DEI",0.561410742036645,-0.832932298064148,8.56674494984198e-05,0.530797147892354,"High Confidence"
"ENST00000228434.7","F7/D6","non-DEI",4,"ENST00000228434.7 F7/D6","non-DEI",0.709340762339203,-0.495565799668511,0.00143593854210009,0.736903054683522,"High Confidence"
"ENST00000228434.7","M8/D6","non-DEI",4,"ENST00000228434.7 M8/D6","non-DEI",0.692951455415251,-0.529492444974083,0.00201955557074314,1.21847777423156,"High Confidence"
"ENST00000228438.3","D5/D6","down-regulate",3,"ENST00000228438.3 D5/D6","down-regulate",0.324200974583023,-1.62661379235073,6.8829799384547e-05,3.33614165460847,"Medium Confidence"
"ENST00000228438.3","F7/D6","down-regulate",3,"ENST00000228438.3 F7/D6","down-regulate",0.436187224331345,-1.20637481066748,0.000106586162307299,8.25986106101619,"Low Confidence"
"ENST00000228438.3","M8/D6","down-regulate",2,"ENST00000228438.3 M8/D6","down-regulate",0.249152124960899,-2.00505608934206,9.08942502934164e-05,1.46518408003379,"Low Confidence"
"ENST00000228506.8","M8/D6","non-DEI",2,"ENST00000228506.8 M8/D6","non-DEI",0.843712537591266,-0.245458789975353,0.0861915834542019,1.97783859715317,"Medium Confidence"
"ENST00000228510.8","D5/D6","non-DEI",2,"ENST00000228510.8 D5/D6","non-DEI",0.742866244456042,-0.428942964475348,0.0489584360470464,1.27537007535124,"Low Confidence"
"ENST00000228534.6","D5/D6","down-regulate",3,"ENST00000228534.6 D5/D6","down-regulate",0.443778189362837,-1.17236271838492,0.00543804958784293,1.37014425760011,"High Confidence"
"ENST00000228534.6","F7/D6","non-DEI",3,"ENST00000228534.6 F7/D6","non-DEI",1.95861391264541,0.969584556658997,0.000544791246423649,1.30995492475289,"High Confidence"
"ENST00000228534.6","M8/D6","non-DEI",3,"ENST00000228534.6 M8/D6","non-DEI",0.667166537830255,-0.584150024202724,0.0729761290658093,1.35883069109002,"High Confidence"
"ENST00000228641.4","M8/D6","up-regulate",2,"ENST00000228641.4 M8/D6","up-regulate",3.34090385084099,1.73974922487541,0.0197699783683662,2.6038407295203,"Medium Confidence"
"ENST00000228705.7","D5/D6","non-DEI",2,"ENST00000228705.7 D5/D6","non-DEI",2.2626050685475,1.17581146358799,0.0996478242000289,5.48482767131195,"Low Confidence"
"ENST00000228740.7","M8/D6","non-DEI",3,"ENST00000228740.7 M8/D6","non-DEI",0.85568988240445,-0.234704377125166,0.0262322649329809,8.46604279172714,"Low Confidence"
"ENST00000228825.12","D5/D6","non-DEI",3,"ENST00000228825.12 D5/D6","non-DEI",0.998432910581814,-0.00230614414726133,0.0219485065054837,0.548344366443205,"High Confidence"
"ENST00000228825.12","F7/D6","non-DEI",3,"ENST00000228825.12 F7/D6","non-DEI",0.865181724681064,-0.20893366496551,0.0207626338758823,0.24643433394094,"High Confidence"
"ENST00000228825.12","M8/D6","non-DEI",3,"ENST00000228825.12 M8/D6","non-DEI",0.854216637005515,-0.227620743705498,0.0100574201724549,1.42276052087033,"High Confidence"
"ENST00000228827.8","D5/D6","non-DEI",2,"ENST00000228827.8 D5/D6","non-DEI",1.21709714401433,0.283442458741613,0.14483834680943,0.160761717983874,"Low Confidence"
"ENST00000228918.9","M8/D6","up-regulate",4,"ENST00000228918.9 M8/D6","up-regulate",2.58072243984775,1.36725761508246,0.000508305995453756,1.55535292641073,"High Confidence"
"ENST00000228945.9","F7/D6","non-DEI",3,"ENST00000228945.9 F7/D6","non-DEI",0.829411820081213,-0.269865839567231,0.00550155672267496,0.427965390494664,"High Confidence"
"ENST00000229195.8","F7/D6","non-DEI",2,"ENST00000229195.8 F7/D6","non-DEI",0.861692840864331,-0.214896810289012,0.0340466290888718,1.4050159806676,"Low Confidence"
"ENST00000229214.9","F7/D6","non-DEI",3,"ENST00000229214.9 F7/D6","non-DEI",0.860798487904185,-0.216536838001635,0.0607100958451464,1.39895896340232,"High Confidence"
"ENST00000229238.5","F7/D6","non-DEI",3,"ENST00000229238.5 F7/D6","non-DEI",0.824679352501009,-0.278172380067821,0.0330775450267258,0.731497888832625,"High Confidence"
"ENST00000229238.5","M8/D6","non-DEI",3,"ENST00000229238.5 M8/D6","non-DEI",0.806437858699005,-0.31062811049215,0.0163230534695353,1.34918452966938,"High Confidence"
"ENST00000229239.10","D5/D6","non-DEI",2,"ENST00000229239.10 D5/D6","non-DEI",1.07121577229254,0.0992461571711685,0.0615574217943315,0.202247626505102,"Low Confidence"
"ENST00000229239.10","F7/D6","non-DEI",4,"ENST00000229239.10 F7/D6","non-DEI",1.2178162991596,0.284271474018903,0.010658373334454,0.340238699316277,"High Confidence"
"ENST00000229239.10","M8/D6","non-DEI",4,"ENST00000229239.10 M8/D6","non-DEI",1.23968385049063,0.309956542237543,0.001361292532353,0.26929064583425,"High Confidence"
"ENST00000229277.6","D5/D6","non-DEI",2,"ENST00000229277.6 D5/D6","non-DEI",0.551570000696493,-0.860266592334735,1.40116107292767e-05,5.1051765033678,"Low Confidence"
"ENST00000229277.6","F7/D6","non-DEI",2,"ENST00000229277.6 F7/D6","non-DEI",1.30149390076358,0.380137259218489,0.0220520931434919,0.658622880678958,"Low Confidence"
"ENST00000229281.6","F7/D6","non-DEI",3,"ENST00000229281.6 F7/D6","non-DEI",0.724113863984626,-0.465888153145133,0.000154466664259611,1.10543174611036,"High Confidence"
"ENST00000229281.6","M8/D6","non-DEI",3,"ENST00000229281.6 M8/D6","non-DEI",0.787155253684431,-0.345559829991899,0.00224970401503274,1.39490926936432,"High Confidence"
"ENST00000229328.10","D5/D6","non-DEI",2,"ENST00000229328.10 D5/D6","non-DEI",0.783620435880223,-0.351888537396612,0.0159733597798133,1.26512758687726,"Low Confidence"
"ENST00000229335.11","D5/D6","down-regulate",2,"ENST00000229335.11 D5/D6","down-regulate",0.123914093121205,-3.01268494787299,1.05437179445349e-06,1.16036303896892,"Low Confidence"
"ENST00000229335.11","M8/D6","down-regulate",2,"ENST00000229335.11 M8/D6","down-regulate",0.428202313931527,-1.22363708151004,6.71679732435494e-05,0.147925104966801,"Low Confidence"
"ENST00000229340.10","F7/D6","non-DEI",2,"ENST00000229340.10 F7/D6","non-DEI",0.836295658064418,-0.257934020567707,0.0850724556201148,0.513195980121413,"Low Confidence"
"ENST00000229379.3","D5/D6","non-DEI",3,"ENST00000229379.3 D5/D6","non-DEI",0.817209735452307,-0.295264572470394,0.0962474392663958,5.3112420101884,"Low Confidence"
"ENST00000229395.8","D5/D6","non-DEI",3,"ENST00000229395.8 D5/D6","non-DEI",0.683878522037382,-0.550414857060871,0.0566958959043238,3.90269685829769,"Low Confidence"
