"isoform","compare","Freq","fc","log2FC","uncertainty","isoform_compare","medianp","gene_id","gene_name","gene_type","transcript_name","transcript_type","transcript_length","exon_count","junction_count","classification"
"ENST00000234831.10","M8/D6",3,0.877275628895472,-0.190963197170404,3.82809852025228,"ENST00000234831.10 M8/D6",0.00851271402305378,"ENSG00000116209.12","TMEM59","protein_coding","TMEM59-201","protein_coding",6457,8,7,"Low Confidence"
"ENST00000234875.9","D5/D6",3,1.18036002052403,0.239183488909199,0.548800649491976,"ENST00000234875.9 D5/D6",0.00131344878902878,"ENSG00000116251.11","RPL22","protein_coding","RPL22-201","protein_coding",2061,4,3,"High Confidence"
"ENST00000234875.9","F7/D6",3,1.16463307905687,0.219803477191425,0.7081871378629,"ENST00000234875.9 F7/D6",0.00710661557257547,"ENSG00000116251.11","RPL22","protein_coding","RPL22-201","protein_coding",2061,4,3,"High Confidence"
"ENST00000235090.10","D5/D6",2,1.19848381770318,0.261049202356724,1.49493536390386,"ENST00000235090.10 D5/D6",0.0605108792472872,"ENSG00000116455.14","WDR77","protein_coding","WDR77-201","protein_coding",2456,10,9,"Low Confidence"
"ENST00000235332.6","M8/D6",3,0.804320034340622,-0.314164704792281,0.208256361063503,"ENST00000235332.6 M8/D6",0.0431430229352142,"ENSG00000116691.11","MIIP","protein_coding","MIIP-201","protein_coding",1541,10,9,"High Confidence"
"ENST00000235345.6","M8/D6",2,0.742036366170473,-0.430832425249174,2.33743533094156,"ENST00000235345.6 M8/D6",0.0529741559320416,"ENSG00000116704.8","SLC35D1","protein_coding","SLC35D1-201","protein_coding",6193,12,11,"Medium Confidence"
"ENST00000235382.7","D5/D6",4,0.382644505324025,-1.38916415614724,3.95728655584227,"ENST00000235382.7 D5/D6",4.25852446377078e-05,"ENSG00000116741.8","RGS2","protein_coding","RGS2-201","protein_coding",1348,5,4,"Low Confidence"
"ENST00000235382.7","F7/D6",3,0.538234591268075,-0.893709463303811,0.337671319404957,"ENST00000235382.7 F7/D6",0.000290206678467068,"ENSG00000116741.8","RGS2","protein_coding","RGS2-201","protein_coding",1348,5,4,"High Confidence"
"ENST00000235382.7","M8/D6",3,0.730517649417225,-0.453255227628061,1.30649961684368,"ENST00000235382.7 M8/D6",0.0400611158493425,"ENSG00000116741.8","RGS2","protein_coding","RGS2-201","protein_coding",1348,5,4,"High Confidence"
"ENST00000235532.9","D5/D6",3,0.647312763380395,-0.630175477764141,4.33369643857541,"ENST00000235532.9 D5/D6",0.141146337448257,"ENSG00000116885.18","OSCP1","protein_coding","OSCP1-201","protein_coding",1455,10,9,"Low Confidence"
"ENST00000235628.2","D5/D6",2,0.606098498907778,-0.722513874942356,1.3833257523113,"ENST00000235628.2 D5/D6",0.0417560913473628,"ENSG00000116981.4","NT5C1A","protein_coding","NT5C1A-201","protein_coding",9068,6,5,"Low Confidence"
"ENST00000236051.3","D5/D6",3,1.25789958647797,0.330797437322703,1.22786796149848,"ENST00000236051.3 D5/D6",0.0182429237412049,"ENSG00000117395.13","EBNA1BP2","protein_coding","EBNA1BP2-201","protein_coding",1352,9,8,"High Confidence"
"ENST00000236051.3","F7/D6",3,1.13887830090979,0.187580549768275,0.477809504433474,"ENST00000236051.3 F7/D6",0.336110058646836,"ENSG00000117395.13","EBNA1BP2","protein_coding","EBNA1BP2-201","protein_coding",1352,9,8,"High Confidence"
"ENST00000236067.8","M8/D6",3,1.64471719344997,0.717802852460856,0.504530907981356,"ENST00000236067.8 M8/D6",0.0106878532653109,"ENSG00000117410.14","ATP6V0B","protein_coding","ATP6V0B-201","protein_coding",944,7,6,"High Confidence"
"ENST00000236192.12","F7/D6",2,0.869571930455677,-0.203172591127232,4.63278115383163,"ENST00000236192.12 F7/D6",0.0715664797886579,"ENSG00000117533.15","VAMP4","protein_coding","VAMP4-201","protein_coding",4977,8,7,"Low Confidence"
"ENST00000236937.13","D5/D6",2,0.797860274005203,-0.326144604933854,2.21070820259958,"ENST00000236937.13 D5/D6",0.204638487922499,"ENSG00000072694.22","FCGR2B","protein_coding","FCGR2B-201","protein_coding",1440,7,6,"Medium Confidence"
"ENST00000236937.13","M8/D6",3,0.501160908796409,-0.996763598792912,0.870856678770059,"ENST00000236937.13 M8/D6",0.00723428403581464,"ENSG00000072694.22","FCGR2B","protein_coding","FCGR2B-201","protein_coding",1440,7,6,"High Confidence"
"ENST00000236938.12","D5/D6",3,0.645460109735893,-0.63586989610388,5.47757321222632,"ENST00000236938.12 D5/D6",0.000614968638782397,"ENSG00000132185.18","FCRLA","protein_coding","FCRLA-201","protein_coding",2088,5,4,"Low Confidence"
"ENST00000236959.14","D5/D6",4,1.34170529832205,0.423719547184479,1.25864879050212,"ENST00000236959.14 D5/D6",0.0020787058905352,"ENSG00000138363.15","ATIC","protein_coding","ATIC-201","protein_coding",1972,16,15,"High Confidence"
"ENST00000236959.14","M8/D6",4,0.847071336302124,-0.239804251906743,1.27821091043103,"ENST00000236959.14 M8/D6",0.0149882399135443,"ENSG00000138363.15","ATIC","protein_coding","ATIC-201","protein_coding",1972,16,15,"High Confidence"
"ENST00000236980.10","M8/D6",3,0.77999909748587,-0.359191722772024,2.24299653755546,"ENST00000236980.10 M8/D6",0.0210112034518156,"ENSG00000118246.14","FASTKD2","protein_coding","FASTKD2-201","protein_coding",3188,12,11,"Medium Confidence"
"ENST00000237283.9","D5/D6",2,1.68002855579656,0.748354067691301,1.35107628635532,"ENST00000237283.9 D5/D6",0.00926899753479576,"ENSG00000189007.16","ADAT2","protein_coding","ADAT2-201","protein_coding",6244,6,5,"Low Confidence"
"ENST00000237305.11","D5/D6",3,0.296364413123259,-1.75457032340887,0.316814430267011,"ENST00000237305.11 D5/D6",2.38948254573458e-06,"ENSG00000118515.12","SGK1","protein_coding","SGK1-201","protein_coding",2401,12,11,"High Confidence"
"ENST00000237305.11","F7/D6",3,0.583497200357752,-0.777237868522375,0.495707198093297,"ENST00000237305.11 F7/D6",0.000639669122935592,"ENSG00000118515.12","SGK1","protein_coding","SGK1-201","protein_coding",2401,12,11,"High Confidence"
"ENST00000237305.11","M8/D6",3,0.168068510257334,-2.57620979266842,4.75016226214694,"ENST00000237305.11 M8/D6",8.49255121434232e-08,"ENSG00000118515.12","SGK1","protein_coding","SGK1-201","protein_coding",2401,12,11,"Low Confidence"
"ENST00000237455.5","D5/D6",3,0.595087138436512,-0.752972567658576,5.36321488458309,"ENST00000237455.5 D5/D6",0.0110437034104339,"ENSG00000239305.7","RNF103","protein_coding","RNF103-201","protein_coding",3482,4,3,"Low Confidence"
"ENST00000237500.10","D5/D6",2,0.988347917782052,-0.0169973995981645,1.10631048901716,"ENST00000237500.10 D5/D6",0.0270324775991626,"ENSG00000118680.14","MYL12B","protein_coding","MYL12B-201","protein_coding",1163,4,3,"Low Confidence"
"ENST00000237500.10","M8/D6",2,0.862269980267604,-0.214010410501747,1.75404555620609,"ENST00000237500.10 M8/D6",0.0199599400239138,"ENSG00000118680.14","MYL12B","protein_coding","MYL12B-201","protein_coding",1163,4,3,"Low Confidence"
"ENST00000237530.11","D5/D6",4,0.858822245300562,-0.219586564077816,0.288146211413797,"ENST00000237530.11 D5/D6",0.0241357905286654,"ENSG00000118705.18","RPN2","protein_coding","RPN2-201","protein_coding",2227,17,16,"High Confidence"
"ENST00000237530.11","M8/D6",4,0.688416587013705,-0.538658077512842,0.23388182675535,"ENST00000237530.11 M8/D6",0.000219217748776938,"ENSG00000118705.18","RPN2","protein_coding","RPN2-201","protein_coding",2227,17,16,"High Confidence"
"ENST00000237654.9","D5/D6",2,1.08732786226328,0.120754715815368,0.669217000982462,"ENST00000237654.9 D5/D6",0.0458344511528467,"ENSG00000118816.11","CCNI","protein_coding","CCNI-201","protein_coding",2759,7,6,"Low Confidence"
"ENST00000237654.9","M8/D6",3,1.22690962527649,0.294934367761813,0.81190804718189,"ENST00000237654.9 M8/D6",0.0217696742329098,"ENSG00000118816.11","CCNI","protein_coding","CCNI-201","protein_coding",2759,7,6,"High Confidence"
"ENST00000237853.9","D5/D6",4,0.408594151734086,-1.29375666368749,3.46626676360561,"ENST00000237853.9 D5/D6",5.64648145195851e-06,"ENSG00000118985.16","ELL2","protein_coding","ELL2-201","protein_coding",5826,12,11,"Medium Confidence"
"ENST00000237853.9","F7/D6",4,0.84041748308304,-0.252265938273879,2.59816933599747,"ENST00000237853.9 F7/D6",0.0327260546340229,"ENSG00000118985.16","ELL2","protein_coding","ELL2-201","protein_coding",5826,12,11,"Medium Confidence"
"ENST00000237853.9","M8/D6",3,0.537362766869472,-0.898257669643187,3.96678864736796,"ENST00000237853.9 M8/D6",4.89272287465127e-05,"ENSG00000118985.16","ELL2","protein_coding","ELL2-201","protein_coding",5826,12,11,"Low Confidence"
"ENST00000237858.11","D5/D6",3,0.791948730670511,-0.336787612507196,1.35352250858126,"ENST00000237858.11 D5/D6",0.00104736948482662,"ENSG00000173221.14","GLRX","protein_coding","GLRX-201","protein_coding",932,3,2,"High Confidence"
"ENST00000237889.9","D5/D6",3,0.930213434498586,-0.104544364641637,1.11131778673548,"ENST00000237889.9 D5/D6",0.149523648496486,"ENSG00000119013.10","NDUFB3","protein_coding","NDUFB3-201","protein_coding",493,3,2,"High Confidence"
"ENST00000238112.8","D5/D6",2,1.13257803604224,0.179604838219734,0.279096993831085,"ENST00000238112.8 D5/D6",0.176528547620155,"ENSG00000119203.14","CPSF3","protein_coding","CPSF3-201","protein_coding",2259,18,17,"Low Confidence"
"ENST00000238146.9","D5/D6",3,1.27195518250474,0.345324603331611,3.43683866203506,"ENST00000238146.9 D5/D6",0.0727269154883262,"ENSG00000111364.16","DDX55","protein_coding","DDX55-201","protein_coding",2656,14,13,"Medium Confidence"
"ENST00000238477.5","D5/D6",3,0.676431776536634,-0.565144995824539,2.84012483181044,"ENST00000238477.5 D5/D6",0.0400604566399321,"ENSG00000119523.10","ALG2","protein_coding","ALG2-201","nonsense_mediated_decay",2966,3,2,"Medium Confidence"
"ENST00000238477.5","M8/D6",3,0.634758907885171,-0.656152427784104,1.7332402398089,"ENST00000238477.5 M8/D6",0.0172292104197977,"ENSG00000119523.10","ALG2","protein_coding","ALG2-201","nonsense_mediated_decay",2966,3,2,"High Confidence"
"ENST00000238508.8","D5/D6",3,1.20665205308445,0.271000116696675,0.257841106162628,"ENST00000238508.8 D5/D6",0.0433520773539024,"ENSG00000242550.7","SERPINB10","protein_coding","SERPINB10-201","protein_coding",2155,8,7,"High Confidence"
"ENST00000238508.8","F7/D6",4,4.62611147561355,2.20958048578288,1.01252893371799,"ENST00000238508.8 F7/D6",1.07375239828178e-07,"ENSG00000242550.7","SERPINB10","protein_coding","SERPINB10-201","protein_coding",2155,8,7,"High Confidence"
"ENST00000238508.8","M8/D6",4,2.53800995315498,1.34349840964432,0.960321281713958,"ENST00000238508.8 M8/D6",3.64091214005227e-05,"ENSG00000242550.7","SERPINB10","protein_coding","SERPINB10-201","protein_coding",2155,8,7,"High Confidence"
"ENST00000238609.4","D5/D6",3,0.707309353936177,-0.500117797812377,1.92981324062169,"ENST00000238609.4 D5/D6",0.00173321445958996,"ENSG00000119632.4","IFI27L2","protein_coding","IFI27L2-201","protein_coding",451,4,3,"Medium Confidence"
"ENST00000238647.5","D5/D6",3,0.907589863887116,-0.14004692223616,1.05187348699755,"ENST00000238647.5 D5/D6",0.492816111288917,"ENSG00000119669.5","IRF2BPL","protein_coding","IRF2BPL-201","protein_coding",4166,1,0,"High Confidence"
"ENST00000238647.5","F7/D6",2,0.911975779990458,-0.132937837461645,0.269849015675534,"ENST00000238647.5 F7/D6",0.190142701430668,"ENSG00000119669.5","IRF2BPL","protein_coding","IRF2BPL-201","protein_coding",4166,1,0,"Low Confidence"
"ENST00000238647.5","M8/D6",2,1.31531935134218,0.395412193761765,0.113279483292375,"ENST00000238647.5 M8/D6",0.0785638035578616,"ENSG00000119669.5","IRF2BPL","protein_coding","IRF2BPL-201","protein_coding",4166,1,0,"Low Confidence"
"ENST00000238667.9","F7/D6",4,1.61970760049402,0.694690839313385,2.2127116729338,"ENST00000238667.9 F7/D6",0.0108077532691971,"ENSG00000119686.10","FLVCR2","protein_coding","FLVCR2-201","protein_coding",3629,10,9,"Medium Confidence"
"ENST00000238721.9","D5/D6",2,0.686532352317154,-0.544918618498773,5.66444408655304,"ENST00000238721.9 D5/D6",0.109789359503435,"ENSG00000115129.14","TP53I3","protein_coding","TP53I3-201","protein_coding",1653,5,4,"Low Confidence"
"ENST00000238721.9","M8/D6",3,0.538340748428116,-0.894763542199355,3.0468144697698,"ENST00000238721.9 M8/D6",0.0314232417610692,"ENSG00000115129.14","TP53I3","protein_coding","TP53I3-201","protein_coding",1653,5,4,"Medium Confidence"
"ENST00000238738.9","M8/D6",2,0.814054606186481,-0.303635334393586,9.70956650249996,"ENST00000238738.9 M8/D6",0.216006643200053,"ENSG00000119729.12","RHOQ","protein_coding","RHOQ-201","protein_coding",4780,5,4,"Low Confidence"
"ENST00000238788.14","M8/D6",2,0.823253240148442,-0.280594308964096,0.18612923179333,"ENST00000238788.14 M8/D6",0.116137193462081,"ENSG00000119777.20","TMEM214","protein_coding","TMEM214-201","protein_coding",2978,17,16,"Low Confidence"
"ENST00000238823.13","D5/D6",2,1.14106050989545,0.190230617139249,1.41616261074714,"ENST00000238823.13 D5/D6",0.158685991984301,"ENSG00000119812.20","FAM98A","protein_coding","FAM98A-201","protein_coding",2751,8,7,"Low Confidence"
"ENST00000238856.8","F7/D6",2,0.834150958285307,-0.262037850882994,2.40759483124108,"ENST00000238856.8 F7/D6",0.0569882614762331,"ENSG00000119844.17","AFTPH","protein_coding","AFTPH-201","protein_coding",4040,9,8,"Medium Confidence"
"ENST00000238875.10","M8/D6",2,0.456814879449931,-1.13038939423735,0.991677249201669,"ENST00000238875.10 M8/D6",0.0467080070455591,"ENSG00000119862.13","LGALSL","protein_coding","LGALSL-201","protein_coding",3856,5,4,"Low Confidence"
"ENST00000239165.9","D5/D6",3,1.37312682748864,0.457153737803933,1.47550395170781,"ENST00000239165.9 D5/D6",0.0132340471744042,"ENSG00000260027.5","HOXB7","protein_coding","HOXB7-201","protein_coding",1363,2,1,"High Confidence"
"ENST00000239165.9","M8/D6",3,1.56992130543953,0.650288108515634,1.67779755181524,"ENST00000239165.9 M8/D6",0.00258630191730789,"ENSG00000260027.5","HOXB7","protein_coding","HOXB7-201","protein_coding",1363,2,1,"High Confidence"
"ENST00000239223.4","D5/D6",3,0.654230055033922,-0.6124856312447,1.56726352987176,"ENST00000239223.4 D5/D6",0.00429248525061808,"ENSG00000120129.6","DUSP1","protein_coding","DUSP1-201","protein_coding",2013,4,3,"High Confidence"
"ENST00000239223.4","M8/D6",3,0.685157098587808,-0.545752531163198,1.33695224177352,"ENST00000239223.4 M8/D6",0.0351387812921137,"ENSG00000120129.6","DUSP1","protein_coding","DUSP1-201","protein_coding",2013,4,3,"High Confidence"
"ENST00000239231.7","D5/D6",3,1.24529146334934,0.316408094136777,0.724423135084259,"ENST00000239231.7 D5/D6",0.0484953925676311,"ENSG00000120137.7","PANK3","protein_coding","PANK3-201","protein_coding",10274,7,6,"High Confidence"
"ENST00000239666.9","D5/D6",3,0.933665473438566,-0.0990984373284321,0.727907844065685,"ENST00000239666.9 D5/D6",0.0264734782096495,"ENSG00000120509.12","PDZD11","protein_coding","PDZD11-201","protein_coding",991,7,6,"High Confidence"
"ENST00000239878.9","D5/D6",2,0.934533773257565,-0.0976889718282653,0.326284666830883,"ENST00000239878.9 D5/D6",0.21528544793639,"ENSG00000120686.12","UFM1","protein_coding","UFM1-201","protein_coding",3168,6,5,"Low Confidence"
"ENST00000239878.9","M8/D6",2,0.859291560975717,-0.218789395270938,0.353748654136545,"ENST00000239878.9 M8/D6",0.0263444883886686,"ENSG00000120686.12","UFM1","protein_coding","UFM1-201","protein_coding",3168,6,5,"Low Confidence"
"ENST00000239882.7","D5/D6",2,1.323825754575,0.404707779529972,0.275216350237469,"ENST00000239882.7 D5/D6",0.015447470928555,"ENSG00000120690.16","ELF1","protein_coding","ELF1-201","protein_coding",3678,9,8,"Low Confidence"
"ENST00000239882.7","F7/D6",2,0.851139626565472,-0.232539144788916,0.308616596172949,"ENST00000239882.7 F7/D6",0.0321232792198464,"ENSG00000120690.16","ELF1","protein_coding","ELF1-201","protein_coding",3678,9,8,"Low Confidence"
"ENST00000239882.7","M8/D6",3,1.25655383068852,0.325503526354475,5.32646191756961,"ENST00000239882.7 M8/D6",0.0657813072751785,"ENSG00000120690.16","ELF1","protein_coding","ELF1-201","protein_coding",3678,9,8,"Low Confidence"
"ENST00000239891.4","M8/D6",3,0.755045016611043,-0.40592325814811,1.97844357891636,"ENST00000239891.4 M8/D6",0.00753953903848335,"ENSG00000120697.10","ALG5","protein_coding","ALG5-201","protein_coding",1219,10,9,"Medium Confidence"
"ENST00000239938.5","D5/D6",3,1.67031527885246,0.739822420001895,1.44126062994697,"ENST00000239938.5 D5/D6",0.00475291723188965,"ENSG00000120738.8","EGR1","protein_coding","EGR1-201","protein_coding",3137,2,1,"High Confidence"
"ENST00000239938.5","M8/D6",3,1.44152969593481,0.526602459514752,2.60707684208097,"ENST00000239938.5 M8/D6",0.0115560364222035,"ENSG00000120738.8","EGR1","protein_coding","EGR1-201","protein_coding",3137,2,1,"Medium Confidence"
"ENST00000239940.12","D5/D6",3,1.42886274211542,0.514456217375995,1.68979489188727,"ENST00000239940.12 D5/D6",0.0759892919489193,"ENSG00000070087.15","PFN2","protein_coding","PFN2-201","protein_coding",2047,3,2,"High Confidence"
"ENST00000239940.12","M8/D6",3,0.548428746448233,-0.872259004037321,6.11690128088726,"ENST00000239940.12 M8/D6",0.00932642135877296,"ENSG00000070087.15","PFN2","protein_coding","PFN2-201","protein_coding",2047,3,2,"Low Confidence"
"ENST00000240055.8","M8/D6",3,1.30966425176196,0.387976842994899,2.93291522110148,"ENST00000240055.8 M8/D6",0.0346247993925757,"ENSG00000120837.8","NFYB","protein_coding","NFYB-201","protein_coding",3424,8,7,"Medium Confidence"
"ENST00000240100.7","D5/D6",3,0.882844991577073,-0.18250934866735,4.41544340534474,"ENST00000240100.7 D5/D6",0.0170205513848819,"ENSG00000120875.9","DUSP4","protein_coding","DUSP4-201","protein_coding",5553,4,3,"Low Confidence"
"ENST00000240100.7","F7/D6",4,0.499857337003201,-1.00046780566817,0.507792860984249,"ENST00000240100.7 F7/D6",2.85789172277241e-05,"ENSG00000120875.9","DUSP4","protein_coding","DUSP4-201","protein_coding",5553,4,3,"High Confidence"
"ENST00000240100.7","M8/D6",3,1.2599363570584,0.333016623951336,1.52960702949746,"ENST00000240100.7 M8/D6",0.00821959688300613,"ENSG00000120875.9","DUSP4","protein_coding","DUSP4-201","protein_coding",5553,4,3,"High Confidence"
"ENST00000240139.10","D5/D6",3,0.898321775888548,-0.15478685512792,0.794293732112311,"ENST00000240139.10 D5/D6",0.0486622550282972,"ENSG00000120910.15","PPP3CC","protein_coding","PPP3CC-201","protein_coding",2194,14,13,"High Confidence"
"ENST00000240304.5","D5/D6",4,1.26771901405069,0.341002148114269,2.3820482682715,"ENST00000240304.5 D5/D6",0.0316638875878986,"ENSG00000108848.16","LUC7L3","protein_coding","LUC7L3-201","protein_coding",1972,11,10,"Medium Confidence"
"ENST00000240304.5","F7/D6",3,0.78873590828718,-0.343139982403952,2.28356616075098,"ENST00000240304.5 F7/D6",0.0452373399990536,"ENSG00000108848.16","LUC7L3","protein_coding","LUC7L3-201","protein_coding",1972,11,10,"Medium Confidence"
"ENST00000240364.7","D5/D6",3,0.666957361934676,-0.600632306765502,10.2153610510427,"ENST00000240364.7 D5/D6",0.0538697853154164,"ENSG00000121104.8","FAM117A","protein_coding","FAM117A-201","protein_coding",2329,8,7,"Low Confidence"
"ENST00000240423.9","M8/D6",2,2.08720252558213,1.06106005911951,2.65989206834569,"ENST00000240423.9 M8/D6",0.00228177645958694,"ENSG00000121152.10","NCAPH","protein_coding","NCAPH-201","protein_coding",6030,18,17,"Medium Confidence"
"ENST00000240488.8","M8/D6",3,2.16629951252119,1.10514089691683,8.55978605924223,"ENST00000240488.8 M8/D6",0.00284002304716515,"ENSG00000121211.8","MND1","protein_coding","MND1-201","protein_coding",929,8,7,"Low Confidence"
"ENST00000240499.8","D5/D6",2,1.3042831970191,0.383215825666179,0.75690985362939,"ENST00000240499.8 D5/D6",0.013958528569094,"ENSG00000131127.14","ZNF141","protein_coding","ZNF141-201","protein_coding",12601,4,3,"Low Confidence"
"ENST00000240651.14","F7/D6",3,0.809633698867458,-0.304760241256518,0.837068426286895,"ENST00000240651.14 F7/D6",0.0502844715329853,"ENSG00000121350.16","PYROXD1","protein_coding","PYROXD1-201","protein_coding",4075,12,11,"High Confidence"
"ENST00000240851.9","F7/D6",2,1.2610487009762,0.334574385066948,0.829268048780331,"ENST00000240851.9 F7/D6",0.0106952032630749,"ENSG00000114354.15","TFG","protein_coding","TFG-201","protein_coding",1907,8,7,"Low Confidence"
"ENST00000240922.8","F7/D6",3,0.783981233865933,-0.355305012988108,5.29349553781243,"ENST00000240922.8 F7/D6",0.0732098339022876,"ENSG00000121579.14","NAA50","protein_coding","NAA50-201","protein_coding",6112,5,4,"Low Confidence"
"ENST00000241051.8","D5/D6",3,0.214931853714355,-2.21845747273675,1.68544151568722,"ENST00000241051.8 D5/D6",0.00043383498660192,"ENSG00000121690.11","DEPDC7","protein_coding","DEPDC7-201","protein_coding",1741,9,8,"High Confidence"
"ENST00000241051.8","F7/D6",4,0.453257183777608,-1.14275979196338,2.28081107497936,"ENST00000241051.8 F7/D6",0.0193944710981442,"ENSG00000121690.11","DEPDC7","protein_coding","DEPDC7-201","protein_coding",1741,9,8,"Medium Confidence"
"ENST00000241051.8","M8/D6",3,1.49476945071322,0.579483571117988,1.73845988903461,"ENST00000241051.8 M8/D6",0.0609960218546438,"ENSG00000121690.11","DEPDC7","protein_coding","DEPDC7-201","protein_coding",1741,9,8,"High Confidence"
"ENST00000241052.5","D5/D6",3,0.787781144209771,-0.34418405441768,0.593364074668598,"ENST00000241052.5 D5/D6",0.0309708651092013,"ENSG00000121691.7","CAT","protein_coding","CAT-201","protein_coding",2291,13,12,"High Confidence"
"ENST00000241261.7","D5/D6",3,0.265251026348221,-1.91492905767494,1.57372047044927,"ENST00000241261.7 D5/D6",3.70514591721572e-06,"ENSG00000121858.11","TNFSF10","protein_coding","TNFSF10-201","protein_coding",1876,5,4,"High Confidence"
"ENST00000241261.7","F7/D6",3,0.512860083740884,-0.963747741996444,1.64022650641961,"ENST00000241261.7 F7/D6",0.000120339905594681,"ENSG00000121858.11","TNFSF10","protein_coding","TNFSF10-201","protein_coding",1876,5,4,"High Confidence"
"ENST00000241261.7","M8/D6",4,0.648066398465683,-0.62627188046566,1.49088554696892,"ENST00000241261.7 M8/D6",0.00229986955764084,"ENSG00000121858.11","TNFSF10","protein_coding","TNFSF10-201","protein_coding",1876,5,4,"High Confidence"
"ENST00000241337.9","D5/D6",3,1.626546072639,0.701732157765578,0.742944451633747,"ENST00000241337.9 D5/D6",0.0031804503209695,"ENSG00000213366.13","GSTM2","protein_coding","GSTM2-201","protein_coding",1166,8,7,"High Confidence"
"ENST00000241337.9","F7/D6",3,1.61468138906048,0.691001986303722,1.3103507409375,"ENST00000241337.9 F7/D6",0.00851561513596353,"ENSG00000213366.13","GSTM2","protein_coding","GSTM2-201","protein_coding",1166,8,7,"High Confidence"
"ENST00000241337.9","M8/D6",2,0.650941214738664,-0.62117686264578,4.9589029814643,"ENST00000241337.9 M8/D6",0.0493779862212557,"ENSG00000213366.13","GSTM2","protein_coding","GSTM2-201","protein_coding",1166,8,7,"Low Confidence"
"ENST00000241393.4","D5/D6",4,0.598261416443404,-0.742028248326656,2.02719266444273,"ENST00000241393.4 D5/D6",0.0107502353264241,"ENSG00000121966.8","CXCR4","protein_coding","CXCR4-201","protein_coding",1668,2,1,"Medium Confidence"
"ENST00000241393.4","F7/D6",4,0.301439484670446,-1.73067290871881,1.68316834243532,"ENST00000241393.4 F7/D6",8.06987556782216e-06,"ENSG00000121966.8","CXCR4","protein_coding","CXCR4-201","protein_coding",1668,2,1,"High Confidence"
"ENST00000241393.4","M8/D6",4,0.338765052630321,-1.56194953621643,1.18545799456363,"ENST00000241393.4 M8/D6",4.77353137794528e-05,"ENSG00000121966.8","CXCR4","protein_coding","CXCR4-201","protein_coding",1668,2,1,"High Confidence"
"ENST00000241436.9","M8/D6",2,1.29970485730234,0.377977926163096,1.6902757347251,"ENST00000241436.9 M8/D6",0.0198551110889429,"ENSG00000122008.16","POLK","protein_coding","POLK-201","protein_coding",14623,15,14,"Low Confidence"
"ENST00000241600.10","D5/D6",2,1.35289226700151,0.432466785242504,7.0362486637666,"ENST00000241600.10 D5/D6",0.0193801443169061,"ENSG00000122140.13","MRPS2","protein_coding","MRPS2-201","protein_coding",1458,4,3,"Low Confidence"
"ENST00000242057.9","D5/D6",2,0.360180873266154,-1.47408395354495,3.48659891296108,"ENST00000242057.9 D5/D6",9.62474693416237e-05,"ENSG00000106546.14","AHR","protein_coding","AHR-201","protein_coding",6243,11,10,"Medium Confidence"
"ENST00000242059.10","D5/D6",4,1.3050431830846,0.379397473345492,4.51507696952446,"ENST00000242059.10 D5/D6",0.0159765221136764,"ENSG00000136193.17","SCRN1","protein_coding","SCRN1-201","protein_coding",5254,8,7,"Low Confidence"
"ENST00000242059.10","F7/D6",4,1.37425446701873,0.457231461384043,2.56706949506085,"ENST00000242059.10 F7/D6",0.0153079578392576,"ENSG00000136193.17","SCRN1","protein_coding","SCRN1-201","protein_coding",5254,8,7,"Medium Confidence"
"ENST00000242059.10","M8/D6",2,1.19142474381779,0.252650268141279,0.721567455511465,"ENST00000242059.10 M8/D6",0.0404151348853298,"ENSG00000136193.17","SCRN1","protein_coding","SCRN1-201","protein_coding",5254,8,7,"Low Confidence"
"ENST00000242108.9","M8/D6",3,2.33161316045329,1.21447898695568,7.00201496227673,"ENST00000242108.9 M8/D6",0.0159729687664328,"ENSG00000122547.11","EEPD1","protein_coding","EEPD1-201","protein_coding",4655,8,7,"Low Confidence"
"ENST00000242257.14","D5/D6",2,0.832563508585119,-0.264388422916162,0.535093703727652,"ENST00000242257.14 D5/D6",0.025093626582117,"ENSG00000122687.19","MRM2","protein_coding","MRM2-201","protein_coding",1704,3,2,"Low Confidence"
"ENST00000242257.14","M8/D6",2,0.853404853363945,-0.228715018799378,0.488858606955073,"ENST00000242257.14 M8/D6",0.0412063271109151,"ENSG00000122687.19","MRM2","protein_coding","MRM2-201","protein_coding",1704,3,2,"Low Confidence"
"ENST00000242351.10","D5/D6",3,0.897744050684429,-0.155888900084819,1.35557880470147,"ENST00000242351.10 D5/D6",0.100162041789705,"ENSG00000105939.14","ZC3HAV1","protein_coding","ZC3HAV1-201","protein_coding",7177,13,12,"High Confidence"
"ENST00000242351.10","F7/D6",3,0.844258557713221,-0.244532399660315,1.41218147022337,"ENST00000242351.10 F7/D6",0.0985154410253643,"ENSG00000105939.14","ZC3HAV1","protein_coding","ZC3HAV1-201","protein_coding",7177,13,12,"High Confidence"
"ENST00000242351.10","M8/D6",2,0.832189451925869,-0.265241409891296,1.76722157291367,"ENST00000242351.10 M8/D6",0.0603654366627401,"ENSG00000105939.14","ZC3HAV1","protein_coding","ZC3HAV1-201","protein_coding",7177,13,12,"Low Confidence"
"ENST00000242465.4","D5/D6",3,0.950709277335087,-0.0729272269717604,0.152778853493882,"ENST00000242465.4 D5/D6",0.0184766314746127,"ENSG00000122862.5","SRGN","protein_coding","SRGN-201","protein_coding",1217,3,2,"High Confidence"
