ASE,compare,final,Freq,isoform_compare,feature_type,mean_delta_psi_mean,medianp,uncertainty,alternative_transcripts,total_transcripts,classification
ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094159:24094434-24096892:+,D5/D6,non-DAS,2,ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094159:24094434-24096892:+ D5/D6,non-DAS,0.014280813,0.956668332,77.96244367,ENST00000559250.5,"ENST00000559250.5,ENST00000396973.8",Low Confidence
ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094159:24094434-24096892:+,M8/D6,non-DAS,2,ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094159:24094434-24096892:+ M8/D6,non-DAS,-0.100113135,0.691558442,-40.78678906,ENST00000559250.5,"ENST00000559250.5,ENST00000396973.8",Low Confidence
ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094301:24094845-24096892:+,D5/D6,non-DAS,2,ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094301:24094845-24096892:+ D5/D6,non-DAS,0.067250522,0.944805195,17.37213275,ENST00000559250.5,"ENST00000559250.5,ENST00000545054.6",Low Confidence
ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094377:24094845-24096892:+,D5/D6,non-DAS,3,ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094377:24094845-24096892:+ D5/D6,non-DAS,-0.063345858,1,-22.71430644,ENST00000559250.5,"ENST00000559250.5,ENST00000558096.5",Medium Confidence
ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094377:24094845-24096892:+,F7/D6,non-DAS,3,ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094377:24094845-24096892:+ F7/D6,non-DAS,-0.151740408,0.285714286,-15.25197302,ENST00000559250.5,"ENST00000559250.5,ENST00000558096.5",Medium Confidence
ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094377:24094845-24096892:+,M8/D6,non-DAS,3,ENSG00000100889.12;AF:chr14:24094053:24094133-24096892:24094377:24094845-24096892:+ M8/D6,non-DAS,-0.190049733,0.287212787,-0.82924436,ENST00000559250.5,"ENST00000559250.5,ENST00000558096.5",Medium Confidence
ENSG00000100890.16;SE:chr14:35122910-35126735:35126782-35127479:+,D5/D6,non-DAS,3,ENSG00000100890.16;SE:chr14:35122910-35126735:35126782-35127479:+ D5/D6,non-DAS,-0.115539332,0.247252747,-10.30050486,ENST00000605870.5,"ENST00000605870.5,ENST00000321130.14,ENST00000557404.3",Medium Confidence
ENSG00000100890.16;SE:chr14:35122910-35126735:35126782-35127479:+,F7/D6,non-DAS,3,ENSG00000100890.16;SE:chr14:35122910-35126735:35126782-35127479:+ F7/D6,non-DAS,-0.123691014,0.241258741,-10.59722265,ENST00000605870.5,"ENST00000605870.5,ENST00000321130.14,ENST00000557404.3",Medium Confidence
ENSG00000100890.16;SE:chr14:35122910-35126735:35126782-35127479:+,M8/D6,non-DAS,3,ENSG00000100890.16;SE:chr14:35122910-35126735:35126782-35127479:+ M8/D6,non-DAS,0.007108673,0.664335664,129.1891818,ENST00000605870.5,"ENST00000605870.5,ENST00000321130.14,ENST00000557404.3",Medium Confidence
ENSG00000100908.14;A3:chr14:24139789-24140889:24139614-24140889:-,D5/D6,non-DAS,2,ENSG00000100908.14;A3:chr14:24139789-24140889:24139614-24140889:- D5/D6,non-DAS,-0.001587132,0.564435564,-1780.827348,"ENST00000560403.5,ENST00000558200.1","ENST00000216799.9,ENST00000558200.1,ENST00000560403.5,ENST00000419198.6",Low Confidence
ENSG00000100908.14;A3:chr14:24139789-24140889:24139614-24140889:-,F7/D6,non-DAS,2,ENSG00000100908.14;A3:chr14:24139789-24140889:24139614-24140889:- F7/D6,non-DAS,-0.021230151,1,-68.75421092,"ENST00000560403.5,ENST00000558200.1","ENST00000216799.9,ENST00000558200.1,ENST00000560403.5,ENST00000419198.6",Low Confidence
ENSG00000100908.14;A3:chr14:24139789-24140889:24139614-24140889:-,M8/D6,non-DAS,2,ENSG00000100908.14;A3:chr14:24139789-24140889:24139614-24140889:- M8/D6,non-DAS,0.006657508,1,314.8116868,"ENST00000560403.5,ENST00000558200.1","ENST00000216799.9,ENST00000558200.1,ENST00000560403.5,ENST00000419198.6",Low Confidence
ENSG00000100908.14;A3:chr14:24139816-24140889:24139789-24140889:-,D5/D6,non-DAS,2,ENSG00000100908.14;A3:chr14:24139816-24140889:24139789-24140889:- D5/D6,non-DAS,0.017219394,0.163336663,287.639941,ENST00000560600.1,"ENST00000558200.1,ENST00000560403.5,ENST00000560600.1",Low Confidence
ENSG00000100908.14;A3:chr14:24139816-24140889:24139789-24140889:-,F7/D6,non-DAS,2,ENSG00000100908.14;A3:chr14:24139816-24140889:24139789-24140889:- F7/D6,non-DAS,0.044244433,0.618381618,38.54498736,ENST00000560600.1,"ENST00000558200.1,ENST00000560403.5,ENST00000560600.1",Low Confidence
ENSG00000100908.14;A3:chr14:24139816-24140889:24139789-24140889:-,M8/D6,non-DAS,2,ENSG00000100908.14;A3:chr14:24139816-24140889:24139789-24140889:- M8/D6,non-DAS,0.02795458,0.572927073,182.8974238,ENST00000560600.1,"ENST00000558200.1,ENST00000560403.5,ENST00000560600.1",Low Confidence
ENSG00000100908.14;A5:chr14:24140965-24141107:24140965-24141348:-,D5/D6,non-DAS,2,ENSG00000100908.14;A5:chr14:24140965-24141107:24140965-24141348:- D5/D6,non-DAS,0.043316025,0.5999001,48.39587639,"ENST00000419198.6,ENST00000558200.1","ENST00000558200.1,ENST00000560403.5,ENST00000419198.6",Low Confidence
ENSG00000100908.14;A5:chr14:24140965-24141107:24140965-24141348:-,F7/D6,non-DAS,2,ENSG00000100908.14;A5:chr14:24140965-24141107:24140965-24141348:- F7/D6,non-DAS,0.012124729,1,151.7446371,"ENST00000419198.6,ENST00000558200.1","ENST00000558200.1,ENST00000560403.5,ENST00000419198.6",Low Confidence
ENSG00000100908.14;A5:chr14:24140965-24141107:24140965-24141348:-,M8/D6,non-DAS,2,ENSG00000100908.14;A5:chr14:24140965-24141107:24140965-24141348:- M8/D6,non-DAS,0.008936228,0.5995671,45.90478817,"ENST00000419198.6,ENST00000558200.1","ENST00000558200.1,ENST00000560403.5,ENST00000419198.6",Low Confidence
ENSG00000100911.16;RI:chr14:24144400:24145155-24145243:24145273:-,D5/D6,non-DAS,2,ENSG00000100911.16;RI:chr14:24144400:24145155-24145243:24145273:- D5/D6,non-DAS,0.03693707,0.84965035,165.4946009,ENST00000558931.5,"ENST00000558931.5,ENST00000559453.5",Low Confidence
ENSG00000100911.16;RI:chr14:24144400:24145155-24145243:24145273:-,F7/D6,non-DAS,2,ENSG00000100911.16;RI:chr14:24144400:24145155-24145243:24145273:- F7/D6,non-DAS,0.025862556,0.931568432,17.88019699,ENST00000558931.5,"ENST00000558931.5,ENST00000559453.5",Low Confidence
ENSG00000100938.19;A5:chr14:24232847-24233219:24232788-24233219:+,M8/D6,non-DAS,3,ENSG00000100938.19;A5:chr14:24232847-24233219:24232788-24233219:+ M8/D6,non-DAS,0.040799591,1,6.556489417,"ENST00000355299.8,ENST00000559287.5","ENST00000559836.5,ENST00000561038.5,ENST00000355299.8,ENST00000560139.5,ENST00000561035.5,ENST00000559910.5,ENST00000559409.5,ENST00000559287.5,ENST00000559801.5",Medium Confidence
ENSG00000101040.20;A3:chr20:47298947-47310056:47298872-47310056:-,D5/D6,non-DAS,2,ENSG00000101040.20;A3:chr20:47298947-47310056:47298872-47310056:- D5/D6,non-DAS,0.041815706,0.607892108,14.29997731,"ENST00000311275.11,ENST00000536340.5,ENST00000471951.7,ENST00000446994.6,ENST00000355972.8,ENST00000611941.4,ENST00000262975.8,ENST00000352431.6,ENST00000461685.5","ENST00000458360.6,ENST00000471951.7,ENST00000435836.5,ENST00000262975.8,ENST00000360911.7,ENST00000311275.11,ENST00000619049.4,ENST00000536340.5,ENST00000617418.4,ENST00000355972.8,ENST00000611941.4,ENST00000540497.5,ENST00000468376.2,ENST00000446994.6,ENST00000372023.7,ENST00000352431.6,ENST00000396281.8,ENST00000461685.5",Low Confidence
ENSG00000101040.20;A3:chr20:47298947-47310056:47298872-47310056:-,F7/D6,non-DAS,2,ENSG00000101040.20;A3:chr20:47298947-47310056:47298872-47310056:- F7/D6,non-DAS,0.013595102,0.732517483,229.9941653,"ENST00000311275.11,ENST00000536340.5,ENST00000471951.7,ENST00000446994.6,ENST00000355972.8,ENST00000611941.4,ENST00000262975.8,ENST00000352431.6,ENST00000461685.5","ENST00000458360.6,ENST00000471951.7,ENST00000435836.5,ENST00000262975.8,ENST00000360911.7,ENST00000311275.11,ENST00000619049.4,ENST00000536340.5,ENST00000617418.4,ENST00000355972.8,ENST00000611941.4,ENST00000540497.5,ENST00000468376.2,ENST00000446994.6,ENST00000372023.7,ENST00000352431.6,ENST00000396281.8,ENST00000461685.5",Low Confidence
ENSG00000101040.20;A3:chr20:47298947-47310056:47298872-47310056:-,M8/D6,non-DAS,2,ENSG00000101040.20;A3:chr20:47298947-47310056:47298872-47310056:- M8/D6,non-DAS,0.016865138,0.347947507,98.13721994,"ENST00000311275.11,ENST00000536340.5,ENST00000471951.7,ENST00000446994.6,ENST00000355972.8,ENST00000611941.4,ENST00000262975.8,ENST00000352431.6,ENST00000461685.5","ENST00000458360.6,ENST00000471951.7,ENST00000435836.5,ENST00000262975.8,ENST00000360911.7,ENST00000311275.11,ENST00000619049.4,ENST00000536340.5,ENST00000617418.4,ENST00000355972.8,ENST00000611941.4,ENST00000540497.5,ENST00000468376.2,ENST00000446994.6,ENST00000372023.7,ENST00000352431.6,ENST00000396281.8,ENST00000461685.5",Low Confidence
ENSG00000101040.20;A5:chr20:47236516-47238758:47236516-47238896:-,D5/D6,non-DAS,2,ENSG00000101040.20;A5:chr20:47236516-47238758:47236516-47238896:- D5/D6,non-DAS,0.022988738,0.666895604,64.68903772,"ENST00000311275.11,ENST00000536340.5,ENST00000471951.7,ENST00000446994.6,ENST00000355972.8,ENST00000396281.8,ENST00000540497.5","ENST00000471951.7,ENST00000262975.8,ENST00000360911.7,ENST00000311275.11,ENST00000536340.5,ENST00000617418.4,ENST00000355972.8,ENST00000540497.5,ENST00000467200.6,ENST00000446994.6,ENST00000372023.7,ENST00000396281.8,ENST00000352431.6,ENST00000461685.5",Low Confidence
ENSG00000101040.20;A5:chr20:47236516-47238758:47236516-47238896:-,M8/D6,non-DAS,2,ENSG00000101040.20;A5:chr20:47236516-47238758:47236516-47238896:- M8/D6,non-DAS,0.027746937,0.366383616,102.7307365,"ENST00000311275.11,ENST00000536340.5,ENST00000471951.7,ENST00000446994.6,ENST00000355972.8,ENST00000396281.8,ENST00000540497.5","ENST00000471951.7,ENST00000262975.8,ENST00000360911.7,ENST00000311275.11,ENST00000536340.5,ENST00000617418.4,ENST00000355972.8,ENST00000540497.5,ENST00000467200.6,ENST00000446994.6,ENST00000372023.7,ENST00000396281.8,ENST00000352431.6,ENST00000461685.5",Low Confidence
ENSG00000101040.20;SE:chr20:47210897-47212642:47212725-47220258:-,D5/D6,non-DAS,2,ENSG00000101040.20;SE:chr20:47210897-47212642:47212725-47220258:- D5/D6,non-DAS,0.027847061,1,24.09737852,"ENST00000536340.5,ENST00000471951.7,ENST00000446994.6,ENST00000355972.8,ENST00000611941.4,ENST00000372023.7,ENST00000467200.6,ENST00000262975.8,ENST00000617418.4,ENST00000461685.5","ENST00000458360.6,ENST00000471951.7,ENST00000262975.8,ENST00000360911.7,ENST00000311275.11,ENST00000536340.5,ENST00000617418.4,ENST00000355972.8,ENST00000611941.4,ENST00000467200.6,ENST00000540497.5,ENST00000446994.6,ENST00000372023.7,ENST00000396281.8,ENST00000352431.6,ENST00000461685.5",Low Confidence
ENSG00000101040.20;SE:chr20:47210897-47212642:47212725-47220258:-,M8/D6,non-DAS,2,ENSG00000101040.20;SE:chr20:47210897-47212642:47212725-47220258:- M8/D6,non-DAS,-0.040134645,0.63499001,-6.306095513,"ENST00000536340.5,ENST00000471951.7,ENST00000446994.6,ENST00000355972.8,ENST00000611941.4,ENST00000372023.7,ENST00000467200.6,ENST00000262975.8,ENST00000617418.4,ENST00000461685.5","ENST00000458360.6,ENST00000471951.7,ENST00000262975.8,ENST00000360911.7,ENST00000311275.11,ENST00000536340.5,ENST00000617418.4,ENST00000355972.8,ENST00000611941.4,ENST00000467200.6,ENST00000540497.5,ENST00000446994.6,ENST00000372023.7,ENST00000396281.8,ENST00000352431.6,ENST00000461685.5",Low Confidence
ENSG00000101052.13;A5:chr20:43591054-43594693:43591029-43594693:+,M8/D6,non-DAS,2,ENSG00000101052.13;A5:chr20:43591054-43594693:43591029-43594693:+ M8/D6,non-DAS,-0.003314881,1,-17.80803927,ENST00000373030.8,"ENST00000373030.8,ENST00000373039.4",Low Confidence
ENSG00000101150.18;SE:chr20:63873816-63875816:63875875-63882719:+,D5/D6,non-DAS,3,ENSG00000101150.18;SE:chr20:63873816-63875816:63875875-63882719:+ D5/D6,non-DAS,-0.031104939,1,-11.88094016,"ENST00000615907.4,ENST00000346249.9,ENST00000352482.8,ENST00000217121.9","ENST00000348257.9,ENST00000358548.4,ENST00000352482.8,ENST00000615907.4,ENST00000351424.8,ENST00000217121.9,ENST00000346249.9,ENST00000369927.8",Medium Confidence
ENSG00000101150.18;SE:chr20:63873816-63875816:63875875-63882719:+,M8/D6,non-DAS,2,ENSG00000101150.18;SE:chr20:63873816-63875816:63875875-63882719:+ M8/D6,non-DAS,-0.024442184,1,-7.373423288,"ENST00000615907.4,ENST00000346249.9,ENST00000352482.8,ENST00000217121.9","ENST00000348257.9,ENST00000358548.4,ENST00000352482.8,ENST00000615907.4,ENST00000351424.8,ENST00000217121.9,ENST00000346249.9,ENST00000369927.8",Low Confidence
ENSG00000101152.12;SE:chr20:63931022-63931109:63931182-63931465:+,F7/D6,non-DAS,3,ENSG00000101152.12;SE:chr20:63931022-63931109:63931182-63931465:+ F7/D6,non-DAS,0.038004883,1,55.4777902,"ENST00000470551.1,ENST00000703637.1","ENST00000360864.9,ENST00000703637.1,ENST00000470551.1",Medium Confidence
ENSG00000101152.12;SE:chr20:63931022-63931109:63931182-63931465:+,M8/D6,non-DAS,2,ENSG00000101152.12;SE:chr20:63931022-63931109:63931182-63931465:+ M8/D6,non-DAS,0.121051156,0.202297702,6.094681307,"ENST00000470551.1,ENST00000703637.1","ENST00000360864.9,ENST00000703637.1,ENST00000470551.1",Low Confidence
ENSG00000101191.17;A5:chr20:62914406-62926432:62914406-62926439:-,D5/D6,non-DAS,2,ENSG00000101191.17;A5:chr20:62914406-62926432:62914406-62926439:- D5/D6,non-DAS,0.016024068,1,107.0015331,ENST00000354665.8,"ENST00000354665.8,ENST00000395343.6,ENST00000395340.5,ENST00000370368.5",Low Confidence
ENSG00000101191.17;A5:chr20:62914406-62926432:62914406-62926439:-,F7/D6,up-regulate,2,ENSG00000101191.17;A5:chr20:62914406-62926432:62914406-62926439:- F7/D6,up-regulate,0.280488126,0.015068265,36.68026458,ENST00000354665.8,"ENST00000354665.8,ENST00000395343.6,ENST00000395340.5,ENST00000370368.5",Low Confidence
ENSG00000101191.17;AF:chr20:62914406-62926439:62926471:62914406-62937796:62937952:-,D5/D6,non-DAS,2,ENSG00000101191.17;AF:chr20:62914406-62926439:62926471:62914406-62937796:62937952:- D5/D6,non-DAS,-0.04434642,0.568681319,-2.163242791,ENST00000370368.5,"ENST00000266070.8,ENST00000370371.8,ENST00000370368.5",Low Confidence
ENSG00000101191.17;AF:chr20:62914406-62926439:62926503:62914406-62937796:62937952:-,M8/D6,non-DAS,3,ENSG00000101191.17;AF:chr20:62914406-62926439:62926503:62914406-62937796:62937952:- M8/D6,non-DAS,-0.027227588,1,-28.22024305,ENST00000395340.5,"ENST00000266070.8,ENST00000370371.8,ENST00000395340.5",Medium Confidence
ENSG00000101194.18;SE:chr20:62952889-62953211:62953272-62956765:+,M8/D6,non-DAS,2,ENSG00000101194.18;SE:chr20:62952889-62953211:62953272-62956765:+ M8/D6,non-DAS,-0.033763894,0.663836164,-83.64801702,ENST00000370349.7,"ENST00000370349.7,ENST00000370351.9,ENST00000488738.5",Low Confidence
ENSG00000101247.18;SE:chr20:13808902-13814418:13814515-13816463:+,D5/D6,non-DAS,2,ENSG00000101247.18;SE:chr20:13808902-13814418:13814515-13816463:+ D5/D6,non-DAS,-0.050674908,0.552447552,-2.343230268,"ENST00000378081.9,ENST00000487478.5","ENST00000463598.1,ENST00000378106.10,ENST00000378081.9,ENST00000487478.5,ENST00000475968.5",Low Confidence
ENSG00000101247.18;SE:chr20:13808902-13814418:13814515-13816463:+,F7/D6,non-DAS,2,ENSG00000101247.18;SE:chr20:13808902-13814418:13814515-13816463:+ F7/D6,non-DAS,-0.016922658,0.701923077,-36.7615536,"ENST00000378081.9,ENST00000487478.5","ENST00000463598.1,ENST00000378106.10,ENST00000378081.9,ENST00000487478.5,ENST00000475968.5",Low Confidence
ENSG00000101247.18;SE:chr20:13808902-13814418:13814515-13816463:+,M8/D6,non-DAS,2,ENSG00000101247.18;SE:chr20:13808902-13814418:13814515-13816463:+ M8/D6,non-DAS,-0.035247292,0.762237762,-2.202404508,"ENST00000378081.9,ENST00000487478.5","ENST00000463598.1,ENST00000378106.10,ENST00000378081.9,ENST00000487478.5,ENST00000475968.5",Low Confidence
ENSG00000101266.19;SE:chr20:505229-508451:508660-543672:-,D5/D6,non-DAS,2,ENSG00000101266.19;SE:chr20:505229-508451:508660-543672:- D5/D6,non-DAS,-0.061975363,1,-8.203924293,"ENST00000646561.1,ENST00000643660.1,ENST00000400227.8,ENST00000643700.1,ENST00000644170.1,ENST00000645910.1,ENST00000645840.1,ENST00000645260.1,ENST00000642689.1,ENST00000645234.1,ENST00000644885.1,ENST00000647155.1,ENST00000647026.1,ENST00000643600.1,ENST00000643968.1,ENST00000644177.1,ENST00000609606.6,ENST00000645187.1,ENST00000642160.1","ENST00000609606.6,ENST00000645187.1,ENST00000642689.1,ENST00000644003.1,ENST00000644177.1,ENST00000644885.1,ENST00000349736.10,ENST00000643600.1,ENST00000644170.1,ENST00000642160.1,ENST00000645234.1,ENST00000647026.1,ENST00000643700.1,ENST00000645260.1,ENST00000645910.1,ENST00000643660.1,ENST00000647155.1,ENST00000643968.1,ENST00000400227.8,ENST00000646561.1,ENST00000645840.1",Low Confidence
ENSG00000101266.19;SE:chr20:508660-527933:528049-543672:-,F7/D6,non-DAS,2,ENSG00000101266.19;SE:chr20:508660-527933:528049-543672:- F7/D6,non-DAS,-0.049305174,0.913586414,-15.65054943,"ENST00000217244.9,ENST00000645623.1,ENST00000645249.1","ENST00000647026.1,ENST00000645260.1,ENST00000645910.1,ENST00000645840.1,ENST00000642689.1,ENST00000645249.1,ENST00000217244.9,ENST00000642160.1,ENST00000609606.6,ENST00000608490.2,ENST00000645623.1,ENST00000645234.1,ENST00000643968.1,ENST00000644177.1,ENST00000644885.1,ENST00000643600.1,ENST00000644170.1,ENST00000643700.1,ENST00000643660.1,ENST00000647155.1,ENST00000645187.1,ENST00000400227.8,ENST00000646561.1",Low Confidence
ENSG00000101294.18;A5:chr20:31568280-31569120:31568224-31569120:+,D5/D6,non-DAS,2,ENSG00000101294.18;A5:chr20:31568280-31569120:31568224-31569120:+ D5/D6,non-DAS,0.107268343,0.758491509,2.538609901,"ENST00000335574.10,ENST00000674240.1,ENST00000649583.1","ENST00000649820.1,ENST00000398174.9,ENST00000335574.10,ENST00000674240.1,ENST00000649583.1",Low Confidence
ENSG00000101294.18;A5:chr20:31568280-31569120:31568224-31569120:+,F7/D6,non-DAS,2,ENSG00000101294.18;A5:chr20:31568280-31569120:31568224-31569120:+ F7/D6,non-DAS,-0.023731985,1,-48.27131722,"ENST00000335574.10,ENST00000674240.1,ENST00000649583.1","ENST00000649820.1,ENST00000398174.9,ENST00000335574.10,ENST00000674240.1,ENST00000649583.1",Low Confidence
ENSG00000101294.18;A5:chr20:31568280-31569120:31568224-31569120:+,M8/D6,non-DAS,2,ENSG00000101294.18;A5:chr20:31568280-31569120:31568224-31569120:+ M8/D6,non-DAS,0.005324094,1,363.928595,"ENST00000335574.10,ENST00000674240.1,ENST00000649583.1","ENST00000649820.1,ENST00000398174.9,ENST00000335574.10,ENST00000674240.1,ENST00000649583.1",Low Confidence
ENSG00000101335.10;SE:chr20:36545068-36548032:36548193-36549077:+,D5/D6,non-DAS,2,ENSG00000101335.10;SE:chr20:36545068-36548032:36548193-36549077:+ D5/D6,non-DAS,-0.035551078,1,-13.62329836,ENST00000279022.7,"ENST00000279022.7,ENST00000346786.2",Low Confidence
ENSG00000101335.10;SE:chr20:36545068-36548032:36548193-36549077:+,F7/D6,non-DAS,2,ENSG00000101335.10;SE:chr20:36545068-36548032:36548193-36549077:+ F7/D6,non-DAS,-0.055570238,0.127372627,-8.459156405,ENST00000279022.7,"ENST00000279022.7,ENST00000346786.2",Low Confidence
ENSG00000101365.21;RI:chr20:2658395:2658522-2658759:2658837:-,D5/D6,non-DAS,2,ENSG00000101365.21;RI:chr20:2658395:2658522-2658759:2658837:- D5/D6,non-DAS,0.043763167,1,1.169947158,"ENST00000488299.5,ENST00000380843.9","ENST00000380843.9,ENST00000474315.5,ENST00000488299.5",Low Confidence
ENSG00000101473.17;A3:chr20:45843772-45844263:45843721-45844263:-,M8/D6,non-DAS,2,ENSG00000101473.17;A3:chr20:45843772-45844263:45843721-45844263:- M8/D6,non-DAS,0.027304437,1,1.80223075,ENST00000461272.5,"ENST00000217455.9,ENST00000461272.5,ENST00000483141.1,ENST00000488679.5,ENST00000652771.1",Low Confidence
ENSG00000101654.18;AL:chr18:13754147-13759942:13760285:13754147-13762039:13764556:+,D5/D6,non-DAS,3,ENSG00000101654.18;AL:chr18:13754147-13759942:13760285:13754147-13762039:13764556:+ D5/D6,non-DAS,-0.026111206,0.485514486,-28.20946822,ENST00000543302.6,"ENST00000592764.5,ENST00000543302.6",Medium Confidence
ENSG00000101654.18;SE:chr18:13726729-13730627:13730755-13731476:+,F7/D6,non-DAS,2,ENSG00000101654.18;SE:chr18:13726729-13730627:13730755-13731476:+ F7/D6,non-DAS,-0.062088467,0.565934066,-27.68496984,"ENST00000383314.7,ENST00000592764.5","ENST00000383314.7,ENST00000592764.5,ENST00000543302.6",Low Confidence
ENSG00000101773.19;AF:chr18:22933328:22933564-22936754:22933826:22934078-22936754:+,F7/D6,non-DAS,3,ENSG00000101773.19;AF:chr18:22933328:22933564-22936754:22933826:22934078-22936754:+ F7/D6,non-DAS,-0.03873649,1,-14.85061836,ENST00000327155.10,"ENST00000327155.10,ENST00000399722.6",Medium Confidence
ENSG00000101773.19;AF:chr18:22933328:22933564-22936754:22933826:22934078-22936754:+,M8/D6,non-DAS,2,ENSG00000101773.19;AF:chr18:22933328:22933564-22936754:22933826:22934078-22936754:+ M8/D6,non-DAS,-0.025269242,1,-0.263015521,ENST00000327155.10,"ENST00000327155.10,ENST00000399722.6",Low Confidence
ENSG00000101849.18;SE:chrX:9640360-9653545:9653689-9654215:+,D5/D6,non-DAS,2,ENSG00000101849.18;SE:chrX:9640360-9653545:9653689-9654215:+ D5/D6,non-DAS,-0.062194753,0.598901099,-24.20251374,"ENST00000407597.7,ENST00000645353.2,ENST00000645686.1,ENST00000646640.1,ENST00000452824.5,ENST00000415293.6","ENST00000422314.5,ENST00000407597.7,ENST00000452824.5,ENST00000415293.6,ENST00000380961.5,ENST00000647172.1,ENST00000646640.1,ENST00000647060.1,ENST00000424279.6,ENST00000645686.1,ENST00000645353.2",Low Confidence
ENSG00000101849.18;SE:chrX:9640360-9653545:9653689-9654215:+,M8/D6,non-DAS,2,ENSG00000101849.18;SE:chrX:9640360-9653545:9653689-9654215:+ M8/D6,non-DAS,0.03850853,1,5.963068515,"ENST00000407597.7,ENST00000645353.2,ENST00000645686.1,ENST00000646640.1,ENST00000452824.5,ENST00000415293.6","ENST00000422314.5,ENST00000407597.7,ENST00000452824.5,ENST00000415293.6,ENST00000380961.5,ENST00000647172.1,ENST00000646640.1,ENST00000647060.1,ENST00000424279.6,ENST00000645686.1,ENST00000645353.2",Low Confidence
ENSG00000101940.18;RI:chrX:48597492:48597614-48597958:48598037:+,D5/D6,non-DAS,2,ENSG00000101940.18;RI:chrX:48597492:48597614-48597958:48598037:+ D5/D6,non-DAS,-0.021536873,0.597402597,-6.971218351,ENST00000218056.9,"ENST00000218056.9,ENST00000376729.10",Low Confidence
ENSG00000101940.18;RI:chrX:48597492:48597614-48597958:48598037:+,F7/D6,non-DAS,2,ENSG00000101940.18;RI:chrX:48597492:48597614-48597958:48598037:+ F7/D6,non-DAS,-0.038723159,1,-3.53707116,ENST00000218056.9,"ENST00000218056.9,ENST00000376729.10",Low Confidence
ENSG00000101940.18;RI:chrX:48597492:48597614-48597958:48598037:+,M8/D6,non-DAS,2,ENSG00000101940.18;RI:chrX:48597492:48597614-48597958:48598037:+ M8/D6,non-DAS,-0.068064925,0.613636364,-10.50859846,ENST00000218056.9,"ENST00000218056.9,ENST00000376729.10",Low Confidence
ENSG00000101972.20;SE:chrX:123960866-124021367:124021431-124022531:+,D5/D6,non-DAS,2,ENSG00000101972.20;SE:chrX:123960866-124021367:124021431-124022531:+ D5/D6,non-DAS,-0.04167902,0.747752248,-6.905019677,ENST00000218089.13,"ENST00000455404.5,ENST00000687810.1,ENST00000218089.13,ENST00000483575.5,ENST00000687071.1",Low Confidence
ENSG00000101972.20;SE:chrX:123961856-124021367:124021431-124022531:+,D5/D6,non-DAS,2,ENSG00000101972.20;SE:chrX:123961856-124021367:124021431-124022531:+ D5/D6,non-DAS,0.013155898,1,297.1777951,"ENST00000371145.8,ENST00000371144.7","ENST00000371160.5,ENST00000466748.5,ENST00000371145.8,ENST00000692982.1,ENST00000458176.5,ENST00000686127.1,ENST00000691383.1,ENST00000371144.7,ENST00000691035.1,ENST00000371157.7,ENST00000686802.1",Low Confidence
ENSG00000101972.20;SE:chrX:123961856-124021367:124021431-124022531:+,M8/D6,non-DAS,2,ENSG00000101972.20;SE:chrX:123961856-124021367:124021431-124022531:+ M8/D6,non-DAS,-0.012963388,1,-5.619918869,"ENST00000371145.8,ENST00000371144.7","ENST00000371160.5,ENST00000466748.5,ENST00000371145.8,ENST00000692982.1,ENST00000458176.5,ENST00000686127.1,ENST00000691383.1,ENST00000371144.7,ENST00000691035.1,ENST00000371157.7,ENST00000686802.1",Low Confidence
ENSG00000101972.20;SE:chrX:124090764-124090854:124090964-124094018:+,D5/D6,non-DAS,2,ENSG00000101972.20;SE:chrX:124090764-124090854:124090964-124094018:+ D5/D6,non-DAS,-0.041059982,1,-5.110543231,"ENST00000218089.13,ENST00000687852.1,ENST00000371145.8","ENST00000371160.5,ENST00000687852.1,ENST00000693144.1,ENST00000371145.8,ENST00000218089.13,ENST00000692982.1,ENST00000686127.1,ENST00000371157.7,ENST00000371144.7",Low Confidence
ENSG00000101972.20;SE:chrX:124090764-124090854:124090964-124094018:+,F7/D6,non-DAS,2,ENSG00000101972.20;SE:chrX:124090764-124090854:124090964-124094018:+ F7/D6,non-DAS,0.044041974,1,32.05092051,"ENST00000218089.13,ENST00000687852.1,ENST00000371145.8","ENST00000371160.5,ENST00000687852.1,ENST00000693144.1,ENST00000371145.8,ENST00000218089.13,ENST00000692982.1,ENST00000686127.1,ENST00000371157.7,ENST00000371144.7",Low Confidence
